"","country","country_long","name","gppd_idnr","capacity_mw","latitude","longitude","primary_fuel","other_fuel1","other_fuel2","other_fuel3","commissioning_year","owner","source","url","geolocation_source","wepp_id","year_of_capacity_data","generation_gwh_2013","generation_gwh_2014","generation_gwh_2015","generation_gwh_2016","generation_gwh_2017","generation_gwh_2018","generation_gwh_2019","generation_data_source","estimated_generation_gwh_2013","estimated_generation_gwh_2014","estimated_generation_gwh_2015","estimated_generation_gwh_2016","estimated_generation_gwh_2017","estimated_generation_note_2013","estimated_generation_note_2014","estimated_generation_note_2015","estimated_generation_note_2016","estimated_generation_note_2017"
"4882","CHL","Chile","INACAL","CHL0000008",6.6,-23.7819,-70.3202,"Oil","","","",NA,"EQUIPOS DE GENERACION S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3.86,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4883","CHL","Chile","ISLA","CHL0001051",70,-35.8104,-70.8357,"Hydro","","","",NA,"ENDESA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",229.75,204.46,250.33,194.41,231.12,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4884","CHL","Chile","JUNCAL","CHL0001052",29,-32.9011,-70.2697,"Hydro","","","",NA,"COLBUN S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1029180",2016,NA,NA,NA,NA,NA,NA,NA,"",76.18,50.15,87.11,78.76,81.42,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4885","CHL","Chile","JUNCALITO","CHL0001053",1,-32.9011,-70.2697,"Hydro","","","",NA,"COLBUN S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1063491",2016,NA,NA,NA,NA,NA,NA,NA,"",2.52,2.3,2.98,2.84,3.09,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4886","CHL","Chile","Jama","WKS0064530",32.1,-22.576,-68.693,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",68.34,78.5,78.22,78.42,78.36,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4887","CHL","Chile","Jama II","WKS0061874",23.8,-22.581,-68.693,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",49.9,56.75,56.54,56.69,56.65,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4888","CHL","Chile","LA ARENA","CHL0001054",7,-41.6813,-72.6455,"Hydro","","","",NA,"EMPRESA ELECTRICA LA ARENA SPA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091250",2016,NA,NA,NA,NA,NA,NA,NA,"",26.88,24.64,28.08,23.66,27.24,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4889","CHL","Chile","LA CONFLUENCIA","CHL0001055",163,-34.8335,-70.5537,"Hydro","","","",NA,"HIDROELECTRICA LA CONFLUENCIA S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1071050",2016,NA,NA,NA,NA,NA,NA,NA,"",427.74,358.46,496.82,359.44,427.74,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4890","CHL","Chile","LA HIGUERA","CHL0001056",155,-34.7515,-70.7143,"Hydro","","","",NA,"HIDROELECTRICA LA HIGUERA S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1053156",2016,NA,NA,NA,NA,NA,NA,NA,"",439.89,371.37,470.6,404.23,445.08,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4891","CHL","Chile","LA PALOMA","CHL0001057",5,-30.7004,-71.0373,"Hydro","","","",NA,"HIDROPALOMA S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1082936",2016,NA,NA,NA,NA,NA,NA,NA,"",12.82,9.27,14.21,12.46,14.16,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4892","CHL","Chile","LAGUNA VERDE (U1  U2  TG)","CHL0000114",65,-33.1032,-71.6772,"Oil","","","",NA,"AES GENER S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,38.03,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4893","CHL","Chile","LAJA 1","CHL0001059",34,-37.2441,-72.5302,"Hydro","","","",NA,"EOLICA MONTE REDONDO S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",120.39,112.33,127.85,103.74,119.52,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4894","CHL","Chile","LALACKAMA","CHL0004003",71.5,-25.1208,-70.311,"Solar","","","",NA,"","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1102237",2016,NA,NA,NA,NA,NA,NA,NA,"",155.83,177.75,180.58,181.79,180.56,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4895","CHL","Chile","LAS FLORES","CHL0001060",2,-40.1363,-72.3961,"Hydro","","","",NA,"HIDROELECTRICA LAS FLORES S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1099595",2016,NA,NA,NA,NA,NA,NA,NA,"",6.72,5.68,7.34,6.95,7.44,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4896","CHL","Chile","LAS VEGAS","CHL0000115",2.09895,-32.8428,-71.0115,"Oil","","","",NA,"TECNORED","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091338",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1.22,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4897","CHL","Chile","LAS VERTIENTES","CHL0001061",2,-33.5927,-70.4696,"Hydro","","","",NA,"ELECTRICA PUNTILLA S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1099596",2016,NA,NA,NA,NA,NA,NA,NA,"",7.69,6.72,7.62,7.76,9.3,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4898","CHL","Chile","LEBU","CHL0002010",6.54,-37.6861,-73.6491,"Wind","","","",NA,"PARQUE EOLICO LEBU-TORO SPA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,18.16,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4899","CHL","Chile","LEBU","CHL0000063",2.4,-37.6154,-73.6694,"Oil","","","",NA,"SAGESA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1.4,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4900","CHL","Chile","LICAN","CHL0001062",18,-40.618,-72.4014,"Hydro","","","",NA,"EMPRESA ELECTRICA LICAN S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",45.51,39.55,53.39,39.66,45.51,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4901","CHL","Chile","LIRCAY","CHL0001063",19,-35.5373,-71.2614,"Hydro","","","",NA,"HIDROMAULE S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1076825",2016,NA,NA,NA,NA,NA,NA,NA,"",63.51,56.01,72.05,55.98,63.4,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4902","CHL","Chile","LLANO DE LLAMPOS","CHL0004004",101.02,-27.1175,-70.1711,"Solar","","","",NA,"","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",218.03,247.85,249.24,251.72,246.7,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4903","CHL","Chile","LLEUQUEREO","CHL0001064",2,-37.5667,-71.5241,"Hydro","","","",NA,"HIDROELECTRICA LLEUQUEREO S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",5.23,4.55,6.01,4.57,5.26,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4904","CHL","Chile","LOMA ALTA","CHL0001065",40,-35.7909,-70.9822,"Hydro","","","",NA,"EMPRESA ELECTRICA PEHUENCHE S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1057682",2016,NA,NA,NA,NA,NA,NA,NA,"",138.18,123.52,149.39,117.62,145.06,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4905","CHL","Chile","LONQUIMAY","CHL0000046",1.2,-38.5528,-71.4293,"Oil","","","",NA,"SAGESA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091313",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0.7,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4906","CHL","Chile","LOS BAJOS","CHL0001066",6,-33.6352,-70.5947,"Hydro","","","",NA,"CARBOMET ENERGIA S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1011588",2016,NA,NA,NA,NA,NA,NA,NA,"",24.47,21.55,24.5,24.74,29.34,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4907","CHL","Chile","LOS COLONOS","CHL0001067",1,-40.9849,-72.8861,"Hydro","","","",NA,"EMPRESA ELECTRICA RIO PUMA SPA.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",4.14,3.68,4.15,3.25,4.36,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4908","CHL","Chile","LOS CORRALES","CHL0001068",1,-40.6472,-72.3148,"Hydro","","","",NA,"AGRICOLA ALEJANDRO PONCE","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091241",2016,NA,NA,NA,NA,NA,NA,NA,"",3.62,3.17,3.36,3.07,3.69,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4909","CHL","Chile","LOS CORRALES 2","CHL0001069",1,-40.6412,-72.3144,"Hydro","","","",NA,"AGRICOLA ALEJANDRO PONCE","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",3.62,3.17,3.36,3.07,3.69,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4910","CHL","Chile","LOS CURUROS","CHL0002011",109.6,-31.0299,-71.6571,"Wind","","","",NA,"PARQUE EOLICO LOS CURUROS LTDA.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1097014",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,304.36,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4911","CHL","Chile","LOS ESPINOS","CHL0000076",124,-31.883,-71.4503,"Oil","","","",NA,"TERMOELECTRICA LOS ESPINOS S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091286",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,72.55,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4912","CHL","Chile","LOS HIERROS","CHL0001070",25,-35.8578,-71.0639,"Hydro","","","",NA,"EMPRESA ELECTRICAS AGUAS DEL MELADO S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1095005",2016,NA,NA,NA,NA,NA,NA,NA,"",94.4,80.33,96.5,81.86,94.71,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4913","CHL","Chile","LOS HIERROS 2","CHL0001071",6,-35.8398,-71.0789,"Hydro","","","",NA,"EMPRESA ELECTRICA PORTEZUELO SPA.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",22.96,20.88,23.83,21.05,24.17,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4914","CHL","Chile","LOS MOLLES","CHL0001072",18,-30.7447,-70.5875,"Hydro","","","",NA,"ENDESA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1015745",2016,NA,NA,NA,NA,NA,NA,NA,"",46.75,40.79,54.63,40.91,46.75,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4915","CHL","Chile","LOS MORROS","CHL0001073",3,-33.6482,-70.6566,"Hydro","","","",NA,"CIA. EMPRESA LOS MORROS S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1012541",2016,NA,NA,NA,NA,NA,NA,NA,"",11.27,9.81,11.31,11.32,12.23,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4916","CHL","Chile","LOS PADRES","CHL0001074",2,-37.5283,-71.7059,"Hydro","","","",NA,"LOS PADRES HIDRO S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1101525",2016,NA,NA,NA,NA,NA,NA,NA,"",5.23,4.55,6.01,4.57,5.26,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4917","CHL","Chile","LOS PINOS","CHL0000066",102.839478,-37.0854,-72.3247,"Oil","","","",NA,"COLBUN S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1058767",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,60.17,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4918","CHL","Chile","LOS QUILOS","CHL0001075",40,-32.8665,-70.408,"Hydro","","","",NA,"COLBUN S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1018402",2016,NA,NA,NA,NA,NA,NA,NA,"",107.37,68,131.99,90.6,107.5,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4919","CHL","Chile","LOS SAUCES II","CHL0000129",1.5,-37.9658,-72.8269,"Oil","","","",NA,"SAGESA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091315",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0.87,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4920","CHL","Chile","LOS VIENTOS","CHL0000116",131.34,-32.8439,-71.0128,"Oil","","","",NA,"AES GENER S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1064129",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,76.84,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4921","CHL","Chile","LOUSIANA PACIFIC","CHL0000094",2.9,-39.561,-72.4743,"Oil","","","",NA,"SAGESA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1.69,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4922","CHL","Chile","LOUSIANA PACIFIC II","CHL0000047",3.2,-38.5418,-72.4699,"Oil","","","",NA,"SAGESA","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1.87,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4923","CHL","Chile","La Huayca II","WKS0067484",7.6,-20.4532,-69.5376,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",15.63,17,17.25,17.41,17.13,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4924","CHL","Chile","La Huayca III","WKS0063243",21,-20.456,-69.533,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",45.81,52.28,53.07,53.61,52.81,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4925","CHL","Chile","La Tirana","WKS0061955",30.2,-20.274,-69.754,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",71.93,82.68,84.3,84.67,83.51,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4926","CHL","Chile","Laja","CHL0003013",12.6,-37.169,-72.4087,"Biomass","","","",NA,"AES GENER","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1016289",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"4927","CHL","Chile","Lalackama II","WKS0064850",18,-25.114,-70.307,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",39.81,45.17,45.95,46.25,45.99,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4928","CHL","Chile","Lascar I","WKS0061872",32.1,-22.555,-68.58,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",67.6,78.69,78.5,78.71,78.48,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4929","CHL","Chile","Lascar II","WKS0061873",30,-22.555,-68.58,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",62.58,72.64,72.46,72.66,72.44,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4930","CHL","Chile","Lautaro","CHL0003015",26,-38.5419,-72.4674,"Biomass","","","",NA,"COMASA S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091300",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"4931","CHL","Chile","Lautaro II","CHL0003016",22,-38.5407,-72.4682,"Biomass","","","",NA,"COMASA S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"4932","CHL","Chile","Licanten","CHL0003017",6,-34.9882,-72.0199,"Biomass","","","",NA,"ARAUCO BIOENERGIA S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1064138",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"4933","CHL","Chile","Loma Los Colorados (KDM)","CHL0003018",2,-32.9557,-70.8043,"Biomass","","","",NA,"KDM ENERGIA S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"4934","CHL","Chile","Loma Los Colorados II","CHL0003019",18.2,-32.9567,-70.8046,"Biomass","","","",NA,"KDM ENERGIA S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1048280",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"4935","CHL","Chile","Los Andes I","WKS0063523",21,-24.002,-68.585,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",42.68,49.74,50.23,50.23,50.23,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4936","CHL","Chile","Los Andes II","WKS0067760",120,-24.005,-68.575,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",248.77,289.4,290.76,291.02,290.76,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4937","CHL","Chile","Los Loros","WKS0065052",50.2,-27.855,-70.175,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",105.11,123.27,123.07,124,122.97,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4938","CHL","Chile","Luz del Norte","WKS0062406",141,-27.025,-69.894,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",299.97,339.03,344.6,344.66,340.07,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4939","CHL","Chile","Luz del Norte I+II","WKS0066762",70,-27.025,-69.894,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",147.73,167.87,170.64,170.67,168.39,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4940","CHL","Chile","Luz del Norte III+","WKS0066763",71,-27.025,-69.894,"Solar","","","",NA,"","Wiki-Solar","https://www.wiki-solar.org","Wiki-Solar","",NA,NA,NA,NA,NA,NA,NA,NA,"",150.04,170.47,173.28,173.31,170.99,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
"4941","CHL","Chile","MACHICURA","CHL0001076",95,-35.7324,-71.3979,"Hydro","","","",NA,"COLBUN S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1012963",2016,NA,NA,NA,NA,NA,NA,NA,"",274.51,235.01,315.66,235.66,274.51,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4942","CHL","Chile","MAISAN","CHL0001077",1,-38.974,-72.647,"Hydro","","","",NA,"HIDROELECTRICA MAISAN SPA.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","",2016,NA,NA,NA,NA,NA,NA,NA,"",3.82,3.26,3.43,2.82,5.01,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4943","CHL","Chile","MAITENES","CHL0001078",31,-33.5307,-70.2617,"Hydro","","","",NA,"AES GENER S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1012188",2016,NA,NA,NA,NA,NA,NA,NA,"",98.33,77.12,102.45,87.59,102.01,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4944","CHL","Chile","MALLARAUCO","CHL0001079",3,-33.5874,-71.0044,"Hydro","","","",NA,"HIDROELECTRICA MALLARAUCO S.A.","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1091283",2016,NA,NA,NA,NA,NA,NA,NA,"",7.01,6.1,8.57,6.36,7.26,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4945","CHL","Chile","MAMPIL","CHL0001080",55,-37.5404,-71.7098,"Hydro","","","",NA,"DUKE ENERGY","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1019290",2016,NA,NA,NA,NA,NA,NA,NA,"",161.11,138.24,184.93,138.62,161.11,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"4946","CHL","Chile","MANTOS BLANCOS","CHL0000010",27.9,-23.445,-70.0758,"Oil","","","",NA,"MINERA MANTOS BLANCOS","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1022292",2016,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,16.32,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"4947","CHL","Chile","MARIA ELENA","CHL0004007",68,-40.7719,-72.4875,"Solar","","","",NA,"","Energía Abierta","http://energiaabierta.cl/electricidad/","Energía Abierta","1103302",2016,NA,NA,NA,NA,NA,NA,NA,"",105.32,115.87,118.71,121.3,114.56,"SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE","SOLAR-V1-NO-AGE"
