"","country","country_long","name","gppd_idnr","capacity_mw","latitude","longitude","primary_fuel","other_fuel1","other_fuel2","other_fuel3","commissioning_year","owner","source","url","geolocation_source","wepp_id","year_of_capacity_data","generation_gwh_2013","generation_gwh_2014","generation_gwh_2015","generation_gwh_2016","generation_gwh_2017","generation_gwh_2018","generation_gwh_2019","generation_data_source","estimated_generation_gwh_2013","estimated_generation_gwh_2014","estimated_generation_gwh_2015","estimated_generation_gwh_2016","estimated_generation_gwh_2017","estimated_generation_note_2013","estimated_generation_note_2014","estimated_generation_note_2015","estimated_generation_note_2016","estimated_generation_note_2017"
"2319","BRA","Brazil","Laticinios Bela Vista - Governador Valadares","BRA0032957",2.24,-18.8588,-41.7966,"Oil","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4.42,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2320","BRA","Brazil","Laticinios Bela Vista - Maravilha","BRA0033714",3.36,-26.7746,-53.1925,"Oil","","","",2011,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,6.63,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2321","BRA","Brazil","Laticínio Scala","BRA0031168",1.6,-19.8605,-47.4301,"Oil","","","",2011,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3.16,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2322","BRA","Brazil","Lavenit Lavanderia","BRA0033724",1.56,-22.8085,-42.958,"Oil","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3.08,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2323","BRA","Brazil","Lavrinhas","BRA0029114",30,-22.5667,-44.8631,"Hydro","","","",2011,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1084459",2017,NA,NA,NA,NA,NA,NA,NA,"",104.66,121.74,130.15,126.53,114.09,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2324","BRA","Brazil","Lençóis","BRA0001322",1.68,-22.5167,-48.65,"Hydro","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",5.45,6.58,6.83,7.43,6.1,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2325","BRA","Brazil","Levorin","BRA0030197",4.11,-23.459,-46.5235,"Gas","","","",2008,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,27.09,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2326","BRA","Brazil","Licínio de Almeida","BRA0030317",24,-14.1769,-42.6541,"Wind","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,81,94.04,84.67,"NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1","WIND-V1"
"2327","BRA","Brazil","Limeira","BRA0030866",1.26,-21.0142,-42.461,"Hydro","","","",2012,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",2.05,3.95,3.8,3.81,3.29,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2328","BRA","Brazil","Limoeiro","BRA0030983",1.25,-22.5781,-46.4194,"Hydro","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",2.04,3.92,3.77,3.78,3.27,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2329","BRA","Brazil","Limoeiro (Armando Salles de Oliveira)","BRA0001328",32,-21.6253,-47.0094,"Hydro","","","",1958,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1012552",2017,NA,NA,NA,NA,NA,NA,NA,"",107.83,141.11,123.17,129.63,109.59,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2330","BRA","Brazil","Lindoia","BRA0029577",1.5,-3.139,-58.4345,"Oil","","","",2010,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2.96,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2331","BRA","Brazil","Linha Emília","BRA0027876",19.5,-28.9333,-51.7667,"Hydro","","","",2009,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1061400",2017,NA,NA,NA,NA,NA,NA,NA,"",74.79,88.21,96.78,87.76,81.49,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2332","BRA","Brazil","Linha Granja Velha","BRA0028572",1,-27.4275,-53.5408,"Hydro","","","",2001,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1059266",2017,NA,NA,NA,NA,NA,NA,NA,"",3.29,4.54,4.48,4.06,4.04,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2333","BRA","Brazil","Lobo","BRA0001335",2,-22.1615,-47.9011,"Hydro","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1064493",2017,NA,NA,NA,NA,NA,NA,NA,"",4.04,7.05,6.81,6.83,6.01,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2334","BRA","Brazil","Londra","BRA0028050",3.88,-23.5243,-48.9287,"Biomass","","","",2006,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2335","BRA","Brazil","Louis Dreyfus Commodities Agroindustrial","BRA0029903",4,-23.6461,-46.6386,"Biomass","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2336","BRA","Brazil","Lubrasil","BRA0031506",2.8,-22.7213,-47.6397,"Oil","","","",2013,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,5.53,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2337","BRA","Brazil","Lucélia","BRA0027338",15.7,-21.5649,-50.9594,"Biomass","","","",2002,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2338","BRA","Brazil","Ludesa","BRA0028801",30,-26.5778,-52.4961,"Hydro","","","",2007,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1067329",2017,NA,NA,NA,NA,NA,NA,NA,"",99.62,126.19,122.22,122.07,122.31,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2339","BRA","Brazil","Luiz Carlos Prestes (Antiga Três Lagoas)","BRA0027975",385.819,-20.741,-51.6541,"Gas","","","",2004,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1050803",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2543.31,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2340","BRA","Brazil","Luiz Dias","BRA0001344",1.62,-22.3688,-45.3516,"Hydro","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",5.4,6.71,7.31,7.22,6.4,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2341","BRA","Brazil","Luiz Dias Lins (Antiga Manopla)","BRA0030572",5.751,-8.6514,-35.2175,"Hydro","","","",2016,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",12.09,20.5,19.68,20.03,19.43,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2342","BRA","Brazil","Luiz Gonzaga (Itaparica)","BRA0001174",1479.6,-9.144,-38.3134,"Hydro","","","",1988,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1012610",2017,NA,NA,NA,NA,NA,NA,NA,"",5555.74,5336.79,5124.5,4936.08,4843.19,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2343","BRA","Brazil","Luiz Oscar Rodrigues de Melo (Antiga Linhares)","BRA0030054",204,-19.5323,-39.7992,"Gas","","","",2010,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1079784",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1344.76,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2344","BRA","Brazil","Luiz Queiroz","BRA0001343",2.88,-22.7169,-47.6517,"Hydro","","","",1983,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",8.36,13.09,9.76,11.45,9.96,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2345","BRA","Brazil","Luís Eduardo Magalhães (Lajeado)","BRA0001304",902.5,-9.7572,-48.3714,"Hydro","","","",2001,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",4519.23,4373.37,4067.48,3331.65,3064.16,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2346","BRA","Brazil","Lwarcel","BRA0027923",4,-22.6721,-48.8156,"Biomass","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2347","BRA","Brazil","Lwarcel (Antiga Lençóis Paulista)","BRA0028620",38,-22.5402,-48.7994,"Biomass","","","",1987,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1069467",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2348","BRA","Brazil","Lábrea","BRA0001291",6.3,-7.2618,-64.7841,"Oil","","","",1993,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,12.44,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2349","BRA","Brazil","MA AUTOMOTIVE","BRA0033172",2.4,-22.4157,-44.2808,"Oil","","","",2012,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4.74,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2350","BRA","Brazil","MALWEE MALHARIA","BRA0032687",1.824,-26.4773,-49.1505,"Oil","","","",2010,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3.6,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2351","BRA","Brazil","MALWEE POMERODE","BRA0032869",1.088,-26.706,-49.1632,"Oil","","","",2008,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2.14,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2352","BRA","Brazil","MARFRIG SÃO GABRIEL","BRA0033173",1.8,-30.3703,-54.3373,"Oil","","","",2008,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3.55,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2353","BRA","Brazil","MAX-01 (Nova Lacerda)","BRA0029696",2.5,-14.4178,-59.5236,"Hydro","","","",2015,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",8.68,11.91,11.77,11.98,10.77,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2354","BRA","Brazil","MB","BRA0001449",16.4,-20.7787,-48.1919,"Biomass","","","",1980,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION"
"2355","BRA","Brazil","MC2 Nova Venécia 2","BRA0030196",176.2,-4.865,-44.3506,"Gas","","","",2013,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1161.5,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2356","BRA","Brazil","MENA BARRETO - 1","BRA0033432",2.0552,-22.9505,-43.1778,"Oil","","","",2005,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4.06,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2357","BRA","Brazil","MINERAÇÃO BELOCAL - LIM","BRA0032905",2.128,-20.2706,-45.6231,"Oil","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4.2,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2358","BRA","Brazil","MOINHOS SHOPPING","BRA0034066",1.6,-30.0188,-51.1916,"Gas","","","",2008,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,10.54,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2359","BRA","Brazil","MONTE CARMO SHOPPING","BRA0033522",1.6,-19.9407,-44.1091,"Oil","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3.16,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2360","BRA","Brazil","MRN UG I (Antiga Porto Trombetas)","BRA0002130",15.3,-1.762,-55.8565,"Oil","","","",1978,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1022645",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,30.23,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2361","BRA","Brazil","MRN UG II","BRA0029732",45.8,-1.762,-55.8565,"Oil","","","",2010,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,90.49,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2362","BRA","Brazil","MUSASHI DO BRASIL","BRA0033285",3.2,-7.8562,-34.9002,"Oil","","","",2001,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,6.32,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2363","BRA","Brazil","MVC Componentes Plásticos","BRA0030555",2.032,-25.5305,-49.1967,"Oil","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,4.01,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2364","BRA","Brazil","MWV Rigesa Três Barras","BRA0033137",1.08,-26.1118,-50.2986,"Oil","","","",1971,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2.13,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2365","BRA","Brazil","Macabu","BRA0001347",21,-22.125,-41.8333,"Hydro","","","",1950,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1011754",2017,NA,NA,NA,NA,NA,NA,NA,"",61.34,94.48,79.08,81.68,74.21,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2366","BRA","Brazil","Macaco Branco","BRA0001349",2.363,-22.7906,-46.8972,"Hydro","","","",1911,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",7.58,9.31,9.59,9.63,9.16,"HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1","HYDRO-V1"
"2367","BRA","Brazil","Macacos","BRA0030661",20.7,-5.412,-35.8483,"Wind","","","",2014,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1080623",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,89.2,82.76,71.31,"NO-ESTIMATION","NO-ESTIMATION","WIND-V1","WIND-V1","WIND-V1"
"2368","BRA","Brazil","Macambira I","BRA0031025",18,-6.0463,-36.5551,"Wind","","","",2016,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1106603",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,67.47,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","WIND-V1"
"2369","BRA","Brazil","Macambira II","BRA0031026",18,-6.0863,-36.5312,"Wind","","","",2016,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1106603",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,67.47,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","WIND-V1"
"2370","BRA","Brazil","Macau","BRA0028787",1.8,-5.0883,-36.5578,"Wind","","","",NA,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","1051665",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,6.2,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2371","BRA","Brazil","Macaíba (Antiga Termo Toalia)","BRA0028324",5.68,-5.854,-35.3445,"Gas","","","",2008,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,37.44,"NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","NO-ESTIMATION","CAPACITY-FACTOR-V1"
"2372","BRA","Brazil","Macaúbas","BRA0030283",35.07,-12.3512,-42.3385,"Wind","","","",2012,"","Agência Nacional de Energia Elétrica (Brazil)","http://www2.aneel.gov.br/aplicacoes/capacidadebrasil/capacidadebrasil.cfm","Agência Nacional de Energia Elétrica (Brazil)","",2017,NA,NA,NA,NA,NA,NA,NA,"",114.26,103.13,103.53,111.99,118.15,"WIND-V1","WIND-V1","WIND-V1","WIND-V1","WIND-V1"
